loan_amnt,term,verification_status,gradeencoding,emplen,purpose,home_ownership,loan_status
24000.0,60,Source Verified,1.4,12,medical,MORTGAGE,Charged Off
7000.0,36,Not Verified,6.3,2,credit_card,RENT,Fully Paid
35000.0,60,Verified,4.6,8,small_business,MORTGAGE,Fully Paid
1200.0,36,Not Verified,3.6,6,major_purchase,RENT,Fully Paid
12250.0,36,Verified,6.5,7,debt_consolidation,MORTGAGE,Fully Paid
7200.0,36,Not Verified,5.4,4,credit_card,MORTGAGE,Fully Paid
2000.0,36,Source Verified,3.6,12,vacation,OWN,Fully Paid
24000.0,60,Verified,5.5,3,debt_consolidation,MORTGAGE,Fully Paid
20000.0,60,Source Verified,4.3,6,debt_consolidation,MORTGAGE,Fully Paid
4000.0,36,Not Verified,6.6,5,car,MORTGAGE,Fully Paid
12000.0,60,Source Verified,6.3,5,small_business,MORTGAGE,Fully Paid
10000.0,36,Source Verified,5.3,12,other,RENT,Fully Paid
32000.0,60,Verified,1.4,12,home_improvement,MORTGAGE,Fully Paid
6500.0,36,Source Verified,6.6,7,car,MORTGAGE,Fully Paid
8650.0,36,Source Verified,6.4,4,home_improvement,MORTGAGE,Fully Paid
15000.0,60,Source Verified,4.6,0,small_business,RENT,Fully Paid
30000.0,60,Verified,4.2,5,house,MORTGAGE,Fully Paid
25000.0,36,Verified,6.3,3,home_improvement,RENT,Fully Paid
8000.0,36,Not Verified,6.6,4,debt_consolidation,RENT,Fully Paid
32400.0,36,Source Verified,6.3,12,debt_consolidation,RENT,Fully Paid
10000.0,36,Not Verified,6.6,4,debt_consolidation,MORTGAGE,Fully Paid
13675.0,60,Verified,5.4,12,debt_consolidation,MORTGAGE,Fully Paid
21350.0,60,Verified,4.6,12,debt_consolidation,MORTGAGE,Fully Paid
23675.0,60,Verified,3.5,2,debt_consolidation,MORTGAGE,Fully Paid
8000.0,36,Verified,5.6,12,debt_consolidation,MORTGAGE,Fully Paid
9050.0,36,Verified,6.5,2,medical,MORTGAGE,Fully Paid
16000.0,36,Source Verified,5.2,12,car,RENT,Fully Paid
20000.0,36,Verified,5.3,7,credit_card,MORTGAGE,Fully Paid
5300.0,36,Verified,5.2,0,debt_consolidation,MORTGAGE,Fully Paid
17325.0,60,Verified,2.4,2,debt_consolidation,RENT,Charged Off
13000.0,36,Not Verified,6.6,2,debt_consolidation,MORTGAGE,Fully Paid
26000.0,60,Verified,5.5,12,debt_consolidation,MORTGAGE,Fully Paid
8400.0,36,Verified,5.4,2,other,RENT,Fully Paid
25000.0,60,Source Verified,5.2,12,wedding,MORTGAGE,Fully Paid
1200.0,36,Not Verified,5.2,12,home_improvement,MORTGAGE,Fully Paid
20000.0,60,Verified,3.3,12,debt_consolidation,RENT,Charged Off
14400.0,36,Source Verified,5.4,8,debt_consolidation,RENT,Charged Off
7000.0,36,Not Verified,6.5,9,debt_consolidation,RENT,Fully Paid
10000.0,36,Source Verified,5.4,4,credit_card,MORTGAGE,Fully Paid
7200.0,36,Not Verified,6.5,7,debt_consolidation,MORTGAGE,Fully Paid
8800.0,36,Verified,6.5,7,debt_consolidation,RENT,Fully Paid
10800.0,36,Not Verified,6.4,12,credit_card,MORTGAGE,Fully Paid
25500.0,36,Source Verified,3.4,2,small_business,MORTGAGE,Charged Off
5600.0,36,Not Verified,4.6,5,debt_consolidation,RENT,Fully Paid
7000.0,36,Verified,4.4,6,debt_consolidation,MORTGAGE,Charged Off
12500.0,36,Not Verified,5.5,5,debt_consolidation,RENT,Fully Paid
28200.0,60,Verified,2.6,12,debt_consolidation,MORTGAGE,Fully Paid
9000.0,36,Not Verified,6.6,4,vacation,MORTGAGE,Fully Paid
7500.0,60,Verified,5.4,3,other,RENT,Fully Paid
15000.0,60,Source Verified,5.4,5,major_purchase,MORTGAGE,Fully Paid
13000.0,60,Source Verified,4.6,6,debt_consolidation,RENT,Fully Paid
1000.0,36,Source Verified,4.6,4,wedding,RENT,Fully Paid
15000.0,36,Source Verified,6.6,9,medical,MORTGAGE,Fully Paid
30000.0,60,Verified,5.2,5,other,MORTGAGE,Fully Paid
2500.0,36,Not Verified,5.2,4,other,OWN,Fully Paid
8000.0,60,Not Verified,5.4,12,car,MORTGAGE,Fully Paid
12000.0,36,Not Verified,6.5,1,house,RENT,Fully Paid
35000.0,60,Verified,5.4,12,debt_consolidation,MORTGAGE,Fully Paid
12000.0,60,Not Verified,5.6,4,car,MORTGAGE,Fully Paid
35000.0,60,Verified,5.3,12,home_improvement,OWN,Fully Paid
16000.0,60,Not Verified,2.4,12,debt_consolidation,MORTGAGE,Fully Paid
11300.0,36,Not Verified,5.5,9,debt_consolidation,MORTGAGE,Fully Paid
4000.0,36,Source Verified,5.2,1,debt_consolidation,RENT,Fully Paid
18000.0,60,Verified,2.5,12,debt_consolidation,RENT,Fully Paid
35000.0,36,Source Verified,3.5,3,debt_consolidation,MORTGAGE,Fully Paid
8400.0,36,Verified,5.4,7,debt_consolidation,MORTGAGE,Fully Paid
5000.0,36,Source Verified,5.2,4,car,MORTGAGE,Fully Paid
12000.0,60,Verified,3.2,12,debt_consolidation,RENT,Fully Paid
4800.0,36,Source Verified,5.5,12,credit_card,MORTGAGE,Fully Paid
10500.0,36,Not Verified,6.4,8,debt_consolidation,MORTGAGE,Fully Paid
5000.0,36,Verified,5.4,3,major_purchase,RENT,Fully Paid
5000.0,36,Not Verified,4.4,1,debt_consolidation,MORTGAGE,Charged Off
6500.0,36,Source Verified,5.6,1,other,RENT,Fully Paid
20000.0,36,Verified,2.6,8,debt_consolidation,RENT,Fully Paid
20000.0,36,Source Verified,4.5,3,debt_consolidation,MORTGAGE,Fully Paid
7000.0,36,Not Verified,6.3,3,medical,MORTGAGE,Fully Paid
13750.0,36,Verified,5.4,3,debt_consolidation,MORTGAGE,Fully Paid
5000.0,36,Source Verified,4.2,12,debt_consolidation,RENT,Fully Paid
14000.0,60,Verified,5.2,12,debt_consolidation,OWN,Fully Paid
4000.0,36,Verified,5.6,9,car,MORTGAGE,Fully Paid
17000.0,36,Source Verified,6.6,5,major_purchase,MORTGAGE,Fully Paid
22400.0,60,Verified,2.6,9,debt_consolidation,RENT,Fully Paid
10625.0,60,Verified,4.5,6,debt_consolidation,MORTGAGE,Fully Paid
12000.0,36,Source Verified,6.6,5,debt_consolidation,MORTGAGE,Fully Paid
9600.0,36,Not Verified,4.5,4,debt_consolidation,RENT,Charged Off
12000.0,36,Not Verified,5.6,5,debt_consolidation,RENT,Fully Paid
12000.0,36,Source Verified,6.5,6,credit_card,MORTGAGE,Fully Paid
2000.0,36,Not Verified,6.3,3,other,MORTGAGE,Fully Paid
18400.0,60,Verified,2.4,12,debt_consolidation,MORTGAGE,Fully Paid
8000.0,36,Not Verified,6.6,5,debt_consolidation,MORTGAGE,Fully Paid
21000.0,60,Verified,2.6,12,debt_consolidation,MORTGAGE,Fully Paid
9500.0,60,Source Verified,2.5,4,wedding,RENT,Fully Paid
26000.0,36,Source Verified,4.2,1,credit_card,MORTGAGE,Fully Paid
5000.0,36,Source Verified,6.5,12,debt_consolidation,RENT,Fully Paid
28000.0,60,Verified,5.5,12,home_improvement,OWN,Fully Paid
9600.0,36,Verified,5.5,7,debt_consolidation,RENT,Fully Paid
10400.0,60,Verified,3.3,12,small_business,RENT,Charged Off
18000.0,60,Verified,2.4,7,medical,MORTGAGE,Charged Off
5000.0,36,Not Verified,6.6,12,car,MORTGAGE,Fully Paid
16000.0,60,Verified,5.4,3,debt_consolidation,RENT,Fully Paid
19200.0,60,Verified,2.6,8,debt_consolidation,MORTGAGE,Fully Paid
30000.0,36,Source Verified,3.3,12,debt_consolidation,MORTGAGE,Fully Paid
7200.0,36,Not Verified,6.2,1,wedding,RENT,Fully Paid
15000.0,36,Not Verified,6.6,2,home_improvement,MORTGAGE,Fully Paid
10200.0,36,Not Verified,6.3,3,home_improvement,MORTGAGE,Fully Paid
6350.0,36,Not Verified,6.4,7,other,MORTGAGE,Fully Paid
13000.0,36,Verified,6.3,9,debt_consolidation,RENT,Fully Paid
4000.0,36,Not Verified,5.5,7,debt_consolidation,RENT,Fully Paid
1500.0,36,Source Verified,5.4,2,other,RENT,Fully Paid
28000.0,36,Verified,5.6,12,debt_consolidation,RENT,Fully Paid
4000.0,36,Not Verified,4.4,12,other,RENT,Charged Off
12000.0,60,Not Verified,5.4,12,moving,RENT,Fully Paid
20000.0,36,Verified,5.5,12,home_improvement,MORTGAGE,Fully Paid
6350.0,36,Verified,6.4,2,debt_consolidation,MORTGAGE,Fully Paid
20000.0,36,Verified,5.2,9,credit_card,RENT,Fully Paid
10000.0,60,Verified,3.3,12,debt_consolidation,RENT,Fully Paid
9100.0,36,Source Verified,5.3,5,debt_consolidation,MORTGAGE,Fully Paid
25000.0,60,Verified,3.4,12,debt_consolidation,MORTGAGE,Fully Paid
9200.0,36,Not Verified,5.3,2,debt_consolidation,OWN,Fully Paid
17000.0,36,Verified,5.4,4,debt_consolidation,RENT,Fully Paid
12000.0,60,Source Verified,5.5,4,home_improvement,RENT,Charged Off
15000.0,36,Not Verified,5.3,12,debt_consolidation,RENT,Fully Paid
17000.0,36,Verified,6.3,6,small_business,RENT,Fully Paid
2000.0,36,Not Verified,6.5,2,debt_consolidation,RENT,Fully Paid
16000.0,60,Source Verified,4.5,9,debt_consolidation,OWN,Fully Paid
30000.0,60,Source Verified,4.5,5,debt_consolidation,MORTGAGE,Fully Paid
30000.0,60,Source Verified,1.6,12,small_business,MORTGAGE,Fully Paid
29700.0,60,Verified,5.2,12,credit_card,MORTGAGE,Charged Off
8400.0,36,Not Verified,6.6,12,debt_consolidation,MORTGAGE,Fully Paid
30000.0,60,Verified,5.4,12,debt_consolidation,RENT,Charged Off
2000.0,36,Not Verified,5.3,7,wedding,RENT,Fully Paid
6000.0,36,Not Verified,4.6,0,credit_card,MORTGAGE,Fully Paid
2675.0,36,Not Verified,5.6,2,credit_card,RENT,Fully Paid
12000.0,60,Verified,5.4,12,other,MORTGAGE,Charged Off
10000.0,36,Not Verified,5.5,8,debt_consolidation,MORTGAGE,Fully Paid
3400.0,36,Source Verified,6.4,0,debt_consolidation,RENT,Fully Paid
4000.0,36,Not Verified,6.4,2,wedding,RENT,Fully Paid
20000.0,60,Verified,4.5,2,debt_consolidation,RENT,Fully Paid
2000.0,36,Not Verified,5.6,2,other,RENT,Fully Paid
12800.0,60,Source Verified,6.2,12,wedding,RENT,Fully Paid
12000.0,36,Source Verified,4.5,0,home_improvement,MORTGAGE,Fully Paid
35000.0,60,Source Verified,5.3,4,debt_consolidation,RENT,Fully Paid
30000.0,60,Verified,2.5,12,debt_consolidation,RENT,Charged Off
35000.0,60,Source Verified,5.4,3,small_business,MORTGAGE,Fully Paid
22250.0,36,Verified,5.3,6,debt_consolidation,MORTGAGE,Fully Paid
5025.0,36,Source Verified,6.2,4,debt_consolidation,MORTGAGE,Fully Paid
22800.0,36,Verified,3.4,5,house,MORTGAGE,Fully Paid
11300.0,36,Source Verified,5.6,0,credit_card,MORTGAGE,Fully Paid
5000.0,36,Not Verified,5.5,4,debt_consolidation,RENT,Fully Paid
5600.0,36,Not Verified,6.6,12,debt_consolidation,RENT,Fully Paid
15000.0,36,Not Verified,5.3,4,debt_consolidation,RENT,Fully Paid
7075.0,36,Verified,3.3,3,debt_consolidation,OWN,Charged Off
3700.0,36,Source Verified,6.3,3,debt_consolidation,RENT,Fully Paid
2000.0,36,Source Verified,6.2,0,debt_consolidation,RENT,Fully Paid
25000.0,60,Verified,4.4,12,debt_consolidation,RENT,Charged Off
10000.0,36,Source Verified,6.5,4,small_business,RENT,Charged Off
9800.0,60,Source Verified,5.3,0,major_purchase,MORTGAGE,Fully Paid
7000.0,36,Verified,6.2,3,credit_card,RENT,Fully Paid
4000.0,36,Source Verified,5.6,12,debt_consolidation,RENT,Fully Paid
17000.0,36,Verified,6.3,3,credit_card,MORTGAGE,Fully Paid
3600.0,36,Not Verified,6.6,2,credit_card,RENT,Fully Paid
7200.0,36,Source Verified,6.6,12,other,OWN,Fully Paid
4000.0,36,Not Verified,6.6,1,debt_consolidation,MORTGAGE,Fully Paid
30000.0,36,Verified,5.4,12,debt_consolidation,RENT,Fully Paid
20000.0,36,Verified,6.3,12,debt_consolidation,MORTGAGE,Fully Paid
35000.0,60,Verified,3.4,1,debt_consolidation,MORTGAGE,Fully Paid
10200.0,36,Source Verified,5.4,12,wedding,RENT,Fully Paid
10000.0,36,Not Verified,6.6,9,debt_consolidation,MORTGAGE,Fully Paid
35000.0,36,Verified,6.2,12,debt_consolidation,OWN,Fully Paid
8600.0,36,Source Verified,6.4,2,small_business,RENT,Fully Paid
9000.0,36,Source Verified,6.6,4,home_improvement,MORTGAGE,Fully Paid
21600.0,36,Verified,5.3,6,credit_card,MORTGAGE,Fully Paid
30000.0,60,Verified,5.3,2,debt_consolidation,RENT,Fully Paid
14750.0,60,Verified,5.4,2,other,RENT,Charged Off
12000.0,60,Verified,4.2,12,debt_consolidation,RENT,Fully Paid
24600.0,60,Verified,3.3,3,debt_consolidation,RENT,Fully Paid
5000.0,36,Verified,5.4,12,vacation,MORTGAGE,Fully Paid
14400.0,36,Not Verified,5.4,8,credit_card,MORTGAGE,Fully Paid
21000.0,36,Verified,5.4,0,debt_consolidation,MORTGAGE,Fully Paid
11000.0,36,Verified,6.2,9,credit_card,RENT,Fully Paid
25000.0,60,Verified,5.5,7,small_business,RENT,Fully Paid
10000.0,36,Verified,6.5,2,debt_consolidation,OWN,Fully Paid
5950.0,36,Not Verified,4.6,2,small_business,MORTGAGE,Fully Paid
25000.0,36,Verified,4.6,5,debt_consolidation,MORTGAGE,Charged Off
4375.0,36,Not Verified,5.3,6,major_purchase,RENT,Fully Paid
5000.0,36,Verified,6.5,0,debt_consolidation,MORTGAGE,Fully Paid
4300.0,36,Not Verified,6.3,12,debt_consolidation,MORTGAGE,Fully Paid
2500.0,60,Source Verified,4.2,4,other,RENT,Charged Off
10625.0,36,Verified,6.6,12,credit_card,MORTGAGE,Fully Paid
5000.0,60,Verified,3.3,9,debt_consolidation,RENT,Charged Off
10700.0,36,Source Verified,6.6,4,debt_consolidation,RENT,Fully Paid
35000.0,60,Not Verified,5.4,12,credit_card,MORTGAGE,Fully Paid
20000.0,60,Verified,5.2,12,debt_consolidation,MORTGAGE,Fully Paid
11800.0,36,Not Verified,6.4,2,debt_consolidation,MORTGAGE,Fully Paid
7000.0,36,Source Verified,6.6,6,debt_consolidation,MORTGAGE,Fully Paid
5000.0,36,Verified,6.2,4,medical,MORTGAGE,Fully Paid
4000.0,36,Not Verified,5.2,1,debt_consolidation,RENT,Fully Paid
4000.0,60,Verified,4.5,2,home_improvement,MORTGAGE,Fully Paid
6000.0,36,Not Verified,5.5,1,debt_consolidation,RENT,Fully Paid
24000.0,36,Verified,4.6,12,debt_consolidation,MORTGAGE,Fully Paid
7700.0,36,Source Verified,5.4,3,debt_consolidation,MORTGAGE,Fully Paid
7000.0,36,Source Verified,6.6,5,car,MORTGAGE,Fully Paid
12025.0,36,Not Verified,4.5,12,debt_consolidation,RENT,Fully Paid
5600.0,36,Source Verified,6.5,2,wedding,MORTGAGE,Fully Paid
28000.0,60,Verified,5.6,8,other,MORTGAGE,Fully Paid
20000.0,36,Verified,3.5,5,debt_consolidation,RENT,Charged Off
25000.0,60,Verified,2.6,1,debt_consolidation,RENT,Charged Off
5000.0,36,Verified,6.5,0,home_improvement,MORTGAGE,Fully Paid
6000.0,60,Not Verified,4.5,3,debt_consolidation,RENT,Fully Paid
10700.0,36,Verified,4.5,5,wedding,MORTGAGE,Fully Paid
14600.0,36,Verified,6.6,3,debt_consolidation,RENT,Fully Paid
7200.0,36,Not Verified,6.3,0,debt_consolidation,MORTGAGE,Fully Paid
12600.0,60,Source Verified,6.3,12,debt_consolidation,MORTGAGE,Fully Paid
12600.0,60,Source Verified,5.2,6,major_purchase,MORTGAGE,Fully Paid
3300.0,36,Verified,6.4,12,major_purchase,MORTGAGE,Fully Paid
3500.0,60,Not Verified,5.2,9,other,RENT,Fully Paid
6250.0,36,Verified,6.4,12,debt_consolidation,MORTGAGE,Charged Off
13000.0,60,Source Verified,6.2,12,debt_consolidation,MORTGAGE,Charged Off
6000.0,36,Source Verified,5.5,0,debt_consolidation,OWN,Fully Paid
12000.0,36,Source Verified,6.6,12,house,MORTGAGE,Fully Paid
6800.0,36,Source Verified,6.6,12,debt_consolidation,MORTGAGE,Fully Paid
14000.0,60,Source Verified,4.3,12,debt_consolidation,MORTGAGE,Fully Paid
5000.0,60,Verified,4.5,12,other,MORTGAGE,Fully Paid
9600.0,60,Source Verified,5.4,12,major_purchase,MORTGAGE,Charged Off
14400.0,36,Source Verified,6.2,12,debt_consolidation,MORTGAGE,Fully Paid
2000.0,60,Not Verified,3.5,8,other,OWN,Fully Paid
5000.0,36,Verified,4.3,6,debt_consolidation,RENT,Charged Off
5000.0,36,Not Verified,6.6,6,home_improvement,MORTGAGE,Fully Paid
8000.0,36,Verified,3.5,4,debt_consolidation,RENT,Fully Paid
6500.0,36,Verified,6.6,0,debt_consolidation,MORTGAGE,Fully Paid
5000.0,36,Not Verified,6.6,3,debt_consolidation,RENT,Fully Paid
12000.0,36,Not Verified,5.4,0,debt_consolidation,RENT,Fully Paid
4000.0,36,Not Verified,6.4,6,debt_consolidation,RENT,Charged Off
2000.0,36,Source Verified,6.6,3,home_improvement,MORTGAGE,Fully Paid
1200.0,36,Source Verified,5.6,0,moving,RENT,Charged Off
3000.0,60,Not Verified,5.3,1,car,OWN,Fully Paid
6200.0,36,Source Verified,6.2,0,wedding,RENT,Fully Paid
35000.0,60,Source Verified,1.5,12,debt_consolidation,MORTGAGE,Charged Off
20000.0,60,Verified,5.4,0,major_purchase,RENT,Fully Paid
13000.0,60,Not Verified,5.3,12,credit_card,MORTGAGE,Fully Paid
3000.0,36,Verified,6.2,4,wedding,RENT,Fully Paid
18000.0,36,Verified,6.3,6,credit_card,RENT,Fully Paid
10000.0,60,Verified,4.5,2,other,OWN,Fully Paid
2000.0,36,Verified,6.3,12,vacation,RENT,Fully Paid
12000.0,60,Not Verified,5.5,12,home_improvement,MORTGAGE,Fully Paid
10000.0,36,Not Verified,6.5,5,credit_card,MORTGAGE,Fully Paid
4800.0,36,Source Verified,5.4,12,credit_card,RENT,Fully Paid
20500.0,60,Verified,5.2,7,debt_consolidation,RENT,Charged Off
9300.0,36,Source Verified,3.5,2,debt_consolidation,RENT,Fully Paid
15000.0,36,Source Verified,6.3,5,debt_consolidation,RENT,Fully Paid
5000.0,36,Not Verified,6.4,1,credit_card,RENT,Fully Paid
2000.0,36,Source Verified,4.6,2,car,RENT,Fully Paid
10800.0,60,Source Verified,2.4,6,debt_consolidation,OWN,Fully Paid
14000.0,36,Verified,5.3,4,debt_consolidation,MORTGAGE,Fully Paid
12625.0,36,Source Verified,6.3,1,debt_consolidation,MORTGAGE,Charged Off
5000.0,36,Verified,4.6,2,debt_consolidation,RENT,Fully Paid
13800.0,60,Source Verified,1.2999999999999998,3,other,RENT,Fully Paid
5000.0,36,Not Verified,5.2,12,major_purchase,RENT,Fully Paid
35000.0,60,Source Verified,2.4,0,debt_consolidation,MORTGAGE,Fully Paid
10000.0,36,Verified,5.4,12,car,RENT,Fully Paid
7300.0,36,Source Verified,6.4,12,other,MORTGAGE,Fully Paid
18000.0,36,Source Verified,6.3,2,debt_consolidation,MORTGAGE,Fully Paid
10000.0,36,Verified,5.6,12,debt_consolidation,MORTGAGE,Fully Paid
4000.0,36,Not Verified,5.5,2,major_purchase,RENT,Fully Paid
22000.0,36,Verified,5.2,12,debt_consolidation,RENT,Fully Paid
3000.0,36,Not Verified,4.2,12,other,MORTGAGE,Charged Off
14400.0,36,Source Verified,4.6,0,debt_consolidation,RENT,Fully Paid
3800.0,36,Not Verified,6.3,12,car,RENT,Fully Paid
2000.0,36,Not Verified,6.3,4,debt_consolidation,RENT,Charged Off
10000.0,36,Not Verified,1.6,4,debt_consolidation,RENT,Charged Off
10000.0,36,Source Verified,5.2,1,debt_consolidation,RENT,Fully Paid
12000.0,36,Verified,5.3,12,debt_consolidation,RENT,Fully Paid
7500.0,60,Not Verified,5.6,6,car,MORTGAGE,Fully Paid
16450.0,36,Verified,5.5,0,debt_consolidation,OWN,Charged Off
8500.0,36,Not Verified,6.4,3,home_improvement,MORTGAGE,Fully Paid
12000.0,60,Verified,3.5,12,debt_consolidation,MORTGAGE,Fully Paid
3600.0,60,Source Verified,3.5,12,debt_consolidation,MORTGAGE,Fully Paid
29800.0,36,Verified,5.5,7,debt_consolidation,OWN,Fully Paid
10000.0,36,Not Verified,6.3,1,home_improvement,MORTGAGE,Fully Paid
8000.0,36,Not Verified,6.6,1,debt_consolidation,RENT,Fully Paid
5325.0,36,Source Verified,5.4,12,home_improvement,MORTGAGE,Fully Paid
7500.0,36,Verified,6.3,6,home_improvement,MORTGAGE,Fully Paid
12000.0,36,Not Verified,6.5,8,debt_consolidation,MORTGAGE,Charged Off
23000.0,60,Verified,3.2,12,debt_consolidation,RENT,Fully Paid
2500.0,36,Not Verified,6.6,1,home_improvement,MORTGAGE,Fully Paid
5000.0,36,Not Verified,5.2,5,other,OWN,Fully Paid
24000.0,60,Verified,3.5,0,debt_consolidation,MORTGAGE,Fully Paid
25000.0,60,Verified,5.3,12,debt_consolidation,MORTGAGE,Fully Paid
3000.0,36,Not Verified,4.6,12,other,RENT,Fully Paid
20000.0,60,Verified,3.2,2,debt_consolidation,RENT,Charged Off
5000.0,36,Verified,6.6,12,credit_card,MORTGAGE,Fully Paid
30000.0,36,Verified,5.4,12,debt_consolidation,MORTGAGE,Fully Paid
12000.0,60,Verified,2.6,12,credit_card,MORTGAGE,Charged Off
4000.0,36,Not Verified,5.5,8,home_improvement,MORTGAGE,Fully Paid
12000.0,36,Source Verified,5.6,3,wedding,RENT,Fully Paid
1800.0,36,Source Verified,5.3,12,home_improvement,MORTGAGE,Fully Paid
16500.0,60,Source Verified,4.4,12,car,OWN,Fully Paid
4000.0,60,Verified,4.6,7,small_business,RENT,Fully Paid
35000.0,60,Verified,4.6,2,debt_consolidation,MORTGAGE,Fully Paid
10000.0,36,Source Verified,6.6,0,home_improvement,MORTGAGE,Fully Paid
18000.0,60,Not Verified,5.5,3,moving,RENT,Charged Off
6800.0,60,Source Verified,4.6,0,debt_consolidation,RENT,Fully Paid
7400.0,36,Source Verified,6.6,0,moving,RENT,Fully Paid
10000.0,36,Source Verified,6.5,3,credit_card,RENT,Fully Paid
12000.0,60,Source Verified,4.6,0,debt_consolidation,RENT,Charged Off
2000.0,36,Not Verified,5.5,12,major_purchase,RENT,Fully Paid
5825.0,36,Source Verified,4.5,5,debt_consolidation,RENT,Fully Paid
8400.0,36,Not Verified,6.3,1,debt_consolidation,RENT,Fully Paid
35000.0,60,Verified,3.4,12,credit_card,MORTGAGE,Fully Paid
15000.0,60,Source Verified,3.2,2,debt_consolidation,MORTGAGE,Charged Off
16000.0,36,Not Verified,4.6,1,debt_consolidation,MORTGAGE,Fully Paid
16500.0,36,Source Verified,6.3,4,debt_consolidation,RENT,Fully Paid
35000.0,36,Verified,3.3,0,debt_consolidation,MORTGAGE,Fully Paid
8000.0,36,Source Verified,4.6,2,debt_consolidation,RENT,Fully Paid
30000.0,60,Verified,4.5,12,home_improvement,MORTGAGE,Fully Paid
12150.0,36,Not Verified,6.5,8,debt_consolidation,OWN,Fully Paid
7200.0,36,Not Verified,6.4,3,credit_card,OWN,Fully Paid
5500.0,36,Not Verified,4.6,7,credit_card,MORTGAGE,Fully Paid
25000.0,60,Verified,4.5,12,debt_consolidation,MORTGAGE,Fully Paid
14000.0,60,Verified,2.4,12,home_improvement,MORTGAGE,Fully Paid
7450.0,36,Source Verified,5.4,0,debt_consolidation,MORTGAGE,Fully Paid
5000.0,36,Not Verified,4.6,2,wedding,RENT,Fully Paid
14000.0,36,Verified,5.2,0,debt_consolidation,RENT,Fully Paid
9950.0,60,Verified,5.5,12,other,RENT,Fully Paid
11200.0,36,Source Verified,3.5,5,debt_consolidation,RENT,Fully Paid
21000.0,60,Source Verified,5.2,5,home_improvement,MORTGAGE,Fully Paid
15000.0,60,Verified,4.5,4,debt_consolidation,MORTGAGE,Fully Paid
6500.0,36,Verified,6.4,0,debt_consolidation,RENT,Fully Paid
15000.0,60,Not Verified,6.3,12,debt_consolidation,MORTGAGE,Fully Paid
15000.0,60,Source Verified,3.3,4,debt_consolidation,RENT,Fully Paid
2400.0,36,Source Verified,5.5,2,renewable_energy,RENT,Fully Paid
30000.0,60,Verified,5.6,12,debt_consolidation,MORTGAGE,Fully Paid
5000.0,36,Not Verified,6.4,2,other,MORTGAGE,Fully Paid
12375.0,36,Verified,5.6,8,debt_consolidation,MORTGAGE,Fully Paid
14650.0,60,Not Verified,4.3,5,debt_consolidation,MORTGAGE,Fully Paid
6000.0,36,Source Verified,4.3,2,major_purchase,OWN,Fully Paid
15875.0,36,Not Verified,6.3,12,credit_card,MORTGAGE,Fully Paid
20000.0,36,Verified,6.2,12,debt_consolidation,MORTGAGE,Fully Paid
35000.0,60,Verified,1.2999999999999998,12,debt_consolidation,MORTGAGE,Charged Off
4750.0,36,Not Verified,4.3,7,debt_consolidation,MORTGAGE,Charged Off
13000.0,60,Source Verified,5.5,12,debt_consolidation,OWN,Fully Paid
7000.0,36,Verified,1.6,1,debt_consolidation,RENT,Fully Paid
11200.0,36,Verified,6.5,6,credit_card,RENT,Fully Paid
16000.0,36,Source Verified,5.5,12,credit_card,MORTGAGE,Fully Paid
1750.0,36,Not Verified,5.5,2,car,MORTGAGE,Fully Paid
4500.0,36,Not Verified,4.4,4,debt_consolidation,MORTGAGE,Charged Off
20375.0,60,Verified,2.2,12,debt_consolidation,MORTGAGE,Fully Paid
3600.0,36,Not Verified,3.5,4,house,RENT,Fully Paid
3000.0,36,Source Verified,2.5,3,other,RENT,Charged Off
35000.0,60,Verified,5.4,6,house,MORTGAGE,Fully Paid
15000.0,36,Verified,4.2,12,debt_consolidation,MORTGAGE,Fully Paid
15000.0,60,Verified,3.2,12,debt_consolidation,MORTGAGE,Fully Paid
24000.0,60,Verified,5.2,12,debt_consolidation,MORTGAGE,Fully Paid
6000.0,36,Not Verified,6.5,3,other,RENT,Fully Paid
6000.0,36,Not Verified,6.2,12,other,MORTGAGE,Fully Paid
10825.0,36,Not Verified,5.5,4,debt_consolidation,RENT,Fully Paid
8500.0,36,Source Verified,6.3,1,debt_consolidation,RENT,Fully Paid
2000.0,36,Source Verified,5.3,0,car,RENT,Fully Paid
16000.0,60,Not Verified,5.4,12,home_improvement,MORTGAGE,Fully Paid
1000.0,36,Verified,6.5,4,debt_consolidation,MORTGAGE,Charged Off
13000.0,36,Not Verified,6.6,1,debt_consolidation,MORTGAGE,Fully Paid
2000.0,36,Not Verified,5.5,0,debt_consolidation,RENT,Fully Paid
9000.0,36,Not Verified,6.3,2,debt_consolidation,MORTGAGE,Fully Paid
10000.0,36,Verified,6.5,3,vacation,RENT,Fully Paid
15000.0,36,Not Verified,6.5,3,home_improvement,OWN,Fully Paid
5600.0,36,Not Verified,4.2,12,debt_consolidation,RENT,Fully Paid
22000.0,60,Verified,5.5,6,major_purchase,OWN,Fully Paid
30000.0,60,Source Verified,4.6,12,debt_consolidation,MORTGAGE,Fully Paid
4500.0,36,Not Verified,6.5,4,credit_card,RENT,Fully Paid
11900.0,60,Not Verified,5.5,9,car,OWN,Fully Paid
11425.0,36,Not Verified,6.4,7,debt_consolidation,RENT,Fully Paid
10000.0,60,Source Verified,4.2,1,debt_consolidation,MORTGAGE,Fully Paid
19750.0,60,Verified,3.2,12,debt_consolidation,RENT,Fully Paid
7000.0,36,Not Verified,6.2,4,debt_consolidation,MORTGAGE,Fully Paid
