link,name,position,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,Free Kick Accuracy,Long Passing,Ball Control,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing Tackle,Sliding Tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
http://sofifa.com/player/203783,Tommy Smith ,RB,74,38,64,67,20,65,59,41,62,65,77,74,60,68,64,29,62,78,71,22,71,67,66,66,41,63,72,72,69,15,14,14,14,9
http://sofifa.com/player/134941,Steve Sidwell ,CM CDM,70,67,69,74,66,66,70,58,70,70,64,53,64,74,71,76,61,78,69,67,80,73,70,69,68,71,70,71,65,11,10,9,8,10
http://sofifa.com/player/139296,David Nugent ,ST CAM,56,73,67,64,73,75,62,52,45,72,78,71,79,72,64,71,70,75,71,68,34,35,72,71,82,72,22,23,22,14,15,14,14,13
http://sofifa.com/player/222513,Rolando Aarons ,LM,72,62,51,70,55,78,69,46,62,77,87,85,79,59,79,70,45,65,45,55,33,28,60,57,59,57,30,29,31,15,6,10,10,7
http://sofifa.com/player/13879,Rickie Lambert ,ST,67,75,81,62,72,62,77,83,72,75,37,34,57,70,59,83,71,40,84,72,76,32,77,76,96,76,30,26,19,13,15,7,16,11
http://sofifa.com/player/171831,Michael Mancienne ,CB CDM RB,45,27,68,63,40,55,32,25,65,67,73,75,71,70,62,65,81,71,75,22,70,70,35,52,41,59,70,72,69,15,14,9,12,11
http://sofifa.com/player/159034,Steven Taylor ,CB,48,32,72,64,59,39,49,53,55,60,46,49,31,74,55,43,64,69,77,24,80,71,20,38,46,69,73,70,68,15,12,8,14,6
http://sofifa.com/player/8517,Scott Parker ,CDM CM,67,57,73,76,64,68,71,66,68,72,67,46,71,70,80,75,71,60,68,69,79,71,64,65,71,83,74,73,71,6,7,11,9,9
http://sofifa.com/player/162891,David Jones ,CM,75,62,53,76,60,71,74,76,74,69,66,67,64,67,69,61,56,79,66,64,55,74,64,72,58,72,65,67,63,11,11,15,16,11
http://sofifa.com/player/172904,Lee Tomlin ,CAM LM,60,72,53,70,60,74,60,72,64,70,70,73,75,63,76,76,59,59,74,74,78,46,69,76,71,62,29,36,33,9,12,13,12,11
http://sofifa.com/player/188782,Michael Morrison ,CB,31,23,72,63,32,29,38,37,60,53,55,50,58,70,64,47,71,75,81,33,75,67,34,54,36,57,75,73,73,9,10,7,7,4
http://sofifa.com/player/193910,Adam Forshaw ,CM CDM,68,59,47,78,59,76,67,67,75,73,68,67,78,64,74,67,33,72,57,66,61,57,71,71,66,74,52,53,54,10,7,12,13,16
http://sofifa.com/player/202113,Moses Odubajo ,RB,60,61,63,66,31,68,47,42,62,67,83,90,83,63,77,63,81,79,75,65,70,67,60,68,51,66,70,73,70,14,10,6,13,14
http://sofifa.com/player/183442,James Henry ,RM LM CAM,74,64,49,70,51,74,71,74,68,73,74,75,72,67,70,79,50,82,65,75,53,36,63,68,69,72,47,44,28,13,15,7,14,15
http://sofifa.com/player/193172,Ben Marshall ,RM LM RB,76,67,63,68,57,76,73,77,72,74,76,75,72,64,67,74,64,66,60,73,46,57,68,67,72,66,66,69,67,9,10,7,6,9
http://sofifa.com/player/152991,Dean Marney ,CM,68,65,64,76,66,70,61,62,75,68,68,66,63,69,68,74,78,83,78,67,83,74,59,70,56,74,68,66,69,15,8,9,9,8
http://sofifa.com/player/190885,Adam Smith ,RB,69,43,56,69,40,74,59,66,61,72,78,76,75,72,69,69,53,74,68,68,62,70,59,64,48,71,70,72,70,8,9,15,9,6
http://sofifa.com/player/206517,Jack Grealish ,LM CAM,68,59,36,77,60,78,71,62,65,76,76,75,78,56,80,60,34,68,46,61,43,37,69,73,58,75,27,30,30,11,6,11,10,13
http://sofifa.com/player/166838,Marc Pugh ,LM,70,68,66,68,49,77,60,69,59,73,75,74,84,60,66,67,63,78,66,66,60,37,70,67,64,66,30,44,31,14,15,13,8,10
http://sofifa.com/player/231352,Tammy Abraham ,ST,37,73,73,63,44,62,47,42,41,67,85,81,67,67,58,71,72,65,78,62,41,22,72,55,72,67,19,22,15,12,7,8,13,13
http://sofifa.com/player/138181,Michael Turner ,CB,47,36,79,48,31,36,44,30,49,61,34,34,31,64,34,58,73,34,83,21,81,73,22,53,52,69,72,72,69,11,15,13,8,11
http://sofifa.com/player/206538,Kevin Stewart ,CDM CM,56,51,64,76,25,63,41,29,65,70,75,73,68,65,73,64,70,74,77,61,73,71,61,69,44,63,72,73,71,13,7,8,10,13
http://sofifa.com/player/152536,Bradley Johnson ,CDM CM LM,68,70,76,67,68,66,58,67,68,72,58,66,63,69,73,90,81,80,80,77,90,73,71,66,72,72,61,70,67,11,6,7,15,11
http://sofifa.com/player/220633,Demarai Gray ,LM,62,66,31,65,50,80,60,42,56,76,91,88,90,64,82,68,55,71,54,64,33,23,65,57,58,64,21,23,20,6,11,11,13,10
http://sofifa.com/player/203487,Jamaal Lascelles ,CB,46,23,72,59,33,46,29,16,49,56,65,66,77,69,52,40,83,67,78,27,69,70,21,39,19,66,73,72,70,10,15,7,10,15
http://sofifa.com/player/198379,George Thorne ,CDM,59,59,62,76,62,64,56,51,71,69,60,61,62,72,61,67,64,71,73,65,67,65,55,73,50,72,69,73,67,16,12,16,11,12
http://sofifa.com/player/163571,Matt Jarvis ,LM RM,76,62,49,67,62,77,72,57,62,75,83,77,76,70,93,70,62,68,44,60,60,51,63,65,66,68,33,37,33,9,8,8,8,6
http://sofifa.com/player/183546,Jonathan Hogg ,CDM CM,59,52,63,72,53,67,44,41,66,68,78,74,72,73,76,61,70,90,63,58,75,69,58,62,41,69,68,72,72,6,8,13,14,11
http://sofifa.com/player/202491,Tom Carroll ,CM CDM,60,57,46,83,58,65,66,65,76,75,69,68,79,69,74,59,45,68,33,56,47,55,67,75,56,67,53,54,47,11,10,11,9,11
http://sofifa.com/player/203263,Harry Maguire ,CB,39,30,73,65,27,53,29,46,64,56,40,53,35,55,59,52,70,72,88,29,75,67,46,45,40,58,70,74,69,14,16,9,14,9
http://sofifa.com/player/162314,Peter Whittingham ,LM CM,79,66,58,76,77,66,79,81,74,76,55,55,78,75,77,74,58,72,55,73,51,54,65,74,82,76,51,63,56,16,6,7,13,8
http://sofifa.com/player/162315,Liam Ridgewell ,CB LB,53,49,75,68,31,54,31,32,74,62,68,73,65,59,52,52,82,74,78,32,71,65,53,58,53,56,75,68,69,13,9,12,6,15
http://sofifa.com/player/201999,Jon Flanagan ,RB LB,66,43,62,67,30,66,34,26,62,73,71,65,67,60,69,35,65,62,71,32,88,68,52,48,47,67,75,76,78,7,13,15,13,15
http://sofifa.com/player/169498,Joe Garner ,ST,49,70,75,63,67,64,49,43,53,67,76,77,72,66,74,69,93,75,79,62,92,36,69,55,69,66,36,45,35,10,15,15,12,15
http://sofifa.com/player/163625,Grant Leadbitter ,CDM CM,72,62,58,74,55,59,59,68,70,73,66,65,64,66,70,75,73,71,71,70,73,65,64,72,77,71,68,68,65,16,8,6,6,8
http://sofifa.com/player/170039,Ryan Shotton ,CB RB,62,50,68,66,38,58,31,37,64,66,69,68,59,71,48,65,64,79,81,44,68,66,52,61,59,64,73,72,69,13,12,7,9,10
http://sofifa.com/player/184387,John Bostock ,CM CDM,62,71,48,74,66,68,64,71,71,73,69,66,67,66,64,75,70,70,74,70,72,62,70,69,76,73,39,62,59,13,14,11,14,12
http://sofifa.com/player/215374,Scott Hogan ,ST,48,75,67,53,39,70,60,30,53,68,90,90,71,70,67,67,76,67,61,42,46,27,78,55,65,77,11,30,23,9,6,12,8,12
http://sofifa.com/player/169586,Fraizer Campbell ,ST,64,73,68,64,66,71,43,58,41,69,80,76,76,68,79,70,72,71,63,62,66,22,72,61,68,66,32,35,28,11,15,9,9,16
http://sofifa.com/player/184436,Alex Smithies ,GK,14,11,17,12,13,14,11,11,15,23,59,59,33,65,44,46,82,41,66,13,37,24,17,43,37,42,15,12,17,74,68,68,72,71
http://sofifa.com/player/169593,Kieran Lee ,CM,67,65,59,75,52,67,63,27,70,72,72,69,64,67,77,53,70,82,58,43,58,64,69,72,59,70,66,70,64,12,12,8,11,12
http://sofifa.com/player/222079,Josh Onomah ,CAM RM,53,56,45,74,52,74,54,49,65,70,84,79,78,64,75,62,44,62,50,56,45,36,69,68,42,59,36,36,26,6,13,12,9,10
http://sofifa.com/player/152723,Liam Rosenior ,LB RB RM,61,50,60,63,54,65,65,35,53,67,75,76,70,62,71,69,71,80,60,42,71,70,60,56,44,64,70,71,76,14,10,15,9,9
http://sofifa.com/player/187033,Sean Morrison ,CB,30,22,71,57,20,43,20,27,47,53,53,54,57,57,48,52,75,66,84,18,80,67,25,31,47,54,67,71,71,16,6,16,11,16
http://sofifa.com/player/193182,Wes Foderingham ,GK,16,13,15,26,13,12,14,14,23,25,25,30,56,68,44,23,49,34,69,15,23,17,11,11,14,38,12,19,11,72,69,64,68,73
http://sofifa.com/player/19104,Clint Hill ,CB,53,23,72,55,30,45,35,21,49,49,27,31,33,66,56,39,72,51,76,31,81,71,48,39,42,46,71,72,72,8,16,14,10,9
http://sofifa.com/player/152741,Mike Williamson ,CB,51,33,76,61,35,35,40,43,61,59,54,32,31,68,32,52,71,68,77,24,72,69,31,42,49,64,72,73,71,10,12,7,8,10
http://sofifa.com/player/50598,Darren Bent ,ST,54,73,71,58,71,63,68,58,31,68,72,70,73,66,65,76,78,48,67,65,43,23,75,50,75,79,21,19,20,8,9,13,6,8
http://sofifa.com/player/202408,Aden Flint ,CB,18,45,78,50,19,31,24,25,43,52,48,52,31,61,27,60,60,67,86,23,79,67,32,42,38,59,69,74,71,13,10,8,10,11
http://sofifa.com/player/201908,Andre Wisdom ,RB,52,24,72,68,32,55,34,26,66,66,72,74,60,68,64,34,76,69,79,28,74,71,59,49,43,68,77,80,73,7,15,8,11,12
http://sofifa.com/player/204215,Adam Reach ,LM ST LWB LW,70,63,55,67,40,73,66,42,56,72,78,78,83,62,72,68,78,82,77,63,40,40,64,66,55,55,53,50,55,8,11,8,16,6
http://sofifa.com/player/182209,Mark Beevers ,CB,31,36,75,54,38,36,21,57,51,60,52,55,46,62,33,53,70,76,83,27,71,73,26,45,45,61,65,71,68,16,10,13,9,14
http://sofifa.com/player/212419,Tyrone Mings ,LB,69,35,63,60,30,68,45,37,59,65,79,78,73,67,54,41,64,79,79,30,71,70,57,54,32,55,67,71,70,7,10,13,7,15
http://sofifa.com/player/206534,Patrick Bamford ,ST RM,58,74,68,65,56,70,67,38,58,74,77,74,70,66,53,67,60,67,63,62,56,54,72,56,69,67,26,23,18,9,7,11,6,16
http://sofifa.com/player/202695,James Tarkowski ,CB,29,21,72,62,17,58,27,57,60,65,67,68,62,61,63,33,72,68,75,23,65,69,18,33,34,67,70,75,71,14,8,12,9,7
http://sofifa.com/player/176841,Lukas Jutkiewicz ,ST,51,68,79,58,60,67,53,52,49,71,66,76,59,67,66,72,81,69,79,60,61,33,71,60,76,64,42,27,24,12,9,6,10,16
http://sofifa.com/player/195020,David Davis ,CDM CM,61,59,63,66,47,67,51,53,62,67,74,79,70,69,78,72,72,84,80,65,86,72,54,58,47,58,66,68,71,8,7,7,10,8
http://sofifa.com/player/189403,Nathan Baker ,CB,44,30,72,41,30,26,41,20,40,39,52,55,46,67,48,61,70,60,79,19,86,71,23,27,35,39,72,73,74,11,6,14,9,11
http://sofifa.com/player/195037,Danny Batth ,CB,24,20,74,50,18,31,25,16,49,46,35,34,43,58,45,32,74,72,90,18,69,67,35,39,27,52,73,72,70,11,11,8,10,9
http://sofifa.com/player/183774,Ryan Bennett ,CB,21,24,73,59,13,25,22,25,64,46,55,50,46,59,61,26,81,69,80,20,80,66,20,17,48,34,73,73,71,6,16,12,8,12
http://sofifa.com/player/138722,Billy Jones ,RB LB,54,53,61,68,45,70,58,59,66,67,66,67,69,70,68,59,72,81,71,60,68,75,44,51,57,61,69,77,76,6,11,14,12,15
http://sofifa.com/player/205540,Jordon Ibe ,LM RM LW,66,65,35,65,50,77,65,24,56,74,86,86,75,64,80,79,60,69,71,68,50,46,67,54,57,62,45,55,53,13,15,7,13,13
http://sofifa.com/player/203505,Joe Bryan ,LB LM LWB CM,70,61,67,66,45,69,65,57,62,67,82,87,81,63,89,56,90,80,73,61,56,67,60,64,63,65,64,69,65,13,14,14,9,14
http://sofifa.com/player/188657,Declan Rudd ,GK,15,12,14,36,14,20,15,13,36,23,54,46,50,64,34,12,46,31,64,19,24,22,13,31,43,39,13,13,14,75,68,65,66,74
http://sofifa.com/player/207616,Adam Webster ,CB RB LB,44,26,73,67,27,65,27,25,67,67,71,72,54,53,62,37,70,78,76,32,64,68,26,39,24,73,70,73,68,10,8,14,7,12
http://sofifa.com/player/156165,Matthew Mills ,CB,34,44,74,57,26,31,22,44,56,55,51,54,56,58,46,61,72,55,83,33,75,63,30,48,34,48,71,68,67,6,16,6,8,15
http://sofifa.com/player/186117,Jordon Mutch ,CM CAM,68,62,67,71,44,69,75,71,69,73,65,69,65,68,64,76,67,67,69,72,74,63,70,68,67,68,62,63,61,11,13,13,11,8
http://sofifa.com/player/220940,Cameron Brannagan ,CM CAM,68,58,53,74,52,63,72,74,76,64,67,69,69,63,67,74,62,69,65,67,75,61,63,74,53,67,62,64,66,12,7,8,8,12
http://sofifa.com/player/167694,Matthew Connolly ,CB,58,44,71,63,29,55,22,25,57,63,64,67,46,58,49,63,74,71,78,48,72,66,60,57,38,69,69,70,70,6,12,9,7,6
http://sofifa.com/player/194319,Danny Ward ,ST LM,63,69,66,62,63,66,60,63,61,65,77,78,72,64,68,75,89,75,76,67,54,23,69,63,64,63,36,33,32,13,11,15,11,8
http://sofifa.com/player/221982,Patrick Roberts ,RM,60,61,46,69,52,78,56,49,62,73,82,78,91,62,90,58,49,61,30,60,38,21,58,71,62,67,22,18,19,12,7,8,7,12
http://sofifa.com/player/173859,Sam Baldock ,ST CF,48,70,59,49,63,69,63,62,37,73,81,84,81,68,83,69,73,83,59,68,47,35,73,55,71,67,33,26,28,8,14,13,8,14
http://sofifa.com/player/224294,Lewis Cook ,CAM CM CDM,57,56,47,75,44,75,48,57,68,76,79,74,79,69,82,60,60,79,63,57,79,66,55,66,45,70,61,66,65,6,15,12,15,13
http://sofifa.com/player/186156,Luke Ayling ,RB CB,65,39,64,64,32,67,41,36,59,64,67,68,72,69,71,63,73,82,74,55,53,66,52,54,38,69,69,73,68,9,11,11,9,8
http://sofifa.com/player/226093,Che Adams ,ST LM CAM,49,72,48,59,47,71,60,59,52,69,90,89,80,65,74,72,74,71,81,65,60,36,68,59,49,62,30,38,36,16,13,12,15,9
http://sofifa.com/player/170286,Scott Golbourne ,LB,68,33,65,68,24,67,30,43,64,66,77,76,75,60,76,29,76,85,77,25,55,63,55,58,42,65,70,70,69,7,14,13,10,15
http://sofifa.com/player/173614,Jason Pearce ,CB,42,13,69,49,23,40,31,27,54,47,43,54,57,63,59,27,71,75,81,36,76,68,37,34,32,58,69,71,72,7,6,7,7,8
http://sofifa.com/player/204847,Todd Kane ,RB,68,32,51,62,34,68,41,35,55,66,77,78,65,66,68,68,65,78,64,51,65,65,59,39,50,55,69,69,74,9,13,16,14,6
http://sofifa.com/player/205360,Kemar Roofe ,LM RM CAM ST,64,68,64,63,61,72,69,65,60,68,82,81,82,63,77,73,63,75,62,72,58,51,66,67,62,68,47,52,57,14,14,12,11,13
http://sofifa.com/player/152880,Chris Cohen ,CM CDM LB,74,60,68,69,68,67,74,69,66,72,54,50,71,72,74,69,72,82,73,66,70,67,66,65,66,74,65,67,69,15,11,7,8,8
http://sofifa.com/player/211506,John Swift ,CM LM,68,68,49,72,57,75,66,70,67,72,71,69,79,67,74,67,60,74,62,71,57,50,70,71,50,67,50,56,56,14,7,10,7,9
http://sofifa.com/player/193331,Karl Darlow ,GK,12,14,12,32,15,12,19,16,28,27,59,52,63,65,64,13,67,44,58,11,13,25,18,36,19,24,15,11,12,70,69,64,66,73
http://sofifa.com/player/211514,Reece James ,LWB LB,65,41,55,65,40,65,45,47,53,67,78,79,73,70,75,66,75,83,57,55,39,62,55,45,52,63,68,67,63,6,10,10,9,9
http://sofifa.com/player/192320,Gary Gardner ,CM CDM,70,58,75,72,76,62,73,75,72,74,53,55,60,65,53,83,62,76,68,75,70,60,63,70,74,76,55,67,61,11,12,12,9,15
http://sofifa.com/player/163396,James Vaughan ,ST,55,69,70,61,66,63,56,48,44,65,78,81,77,69,52,68,83,64,75,65,83,46,73,53,68,67,29,45,34,16,10,11,16,8
http://sofifa.com/player/205897,Nathaniel Chalobah ,CM CDM,42,37,68,73,29,68,51,38,68,73,72,68,76,69,58,71,71,68,71,67,65,69,52,72,49,71,65,68,64,12,9,15,8,8
http://sofifa.com/player/225100,Joe Gomez ,CB RB LB,57,26,69,65,24,65,41,29,53,65,79,79,64,65,70,41,64,67,78,26,63,62,51,39,26,63,69,71,72,8,13,14,7,7
http://sofifa.com/player/18771,Luke Steele ,GK,12,19,19,24,20,14,19,18,28,21,50,51,65,72,58,24,70,38,55,19,37,22,18,43,27,55,20,19,11,72,66,67,66,72
http://sofifa.com/player/53593,Gary O,CM CDM,68,62,54,73,65,65,70,66,68,71,54,54,70,70,78,67,66,83,65,67,72,65,58,71,64,67,54,65,58,12,8,15,8,14
http://sofifa.com/player/13914,Paul Robinson ,GK,20,19,10,21,20,18,19,12,40,31,40,42,38,74,47,25,70,29,70,20,36,23,14,42,13,64,11,19,20,67,68,78,73,65
http://sofifa.com/player/165219,Jack Hobbs ,CB,34,29,72,61,48,39,32,28,60,59,56,53,41,60,47,53,69,65,83,36,70,65,12,55,33,68,71,71,70,7,9,10,8,9
http://sofifa.com/player/169575,Lee Peltier ,RB,60,40,63,62,28,60,49,38,55,63,72,67,56,60,71,32,72,80,78,39,77,71,56,57,38,63,71,74,72,6,7,13,10,15
http://sofifa.com/player/183145,Shaleum Logan ,RB,69,41,54,66,55,68,56,63,58,66,80,81,81,61,72,56,71,82,57,56,61,62,45,45,51,38,71,70,67,9,16,9,9,6
http://sofifa.com/player/193900,Jack Hunt ,RB,64,47,62,63,32,71,61,29,59,67,88,85,72,66,68,59,82,74,63,50,60,65,65,54,48,67,66,70,69,15,15,6,14,8
http://sofifa.com/player/231535,Cameron Borthwick,LB,75,42,65,69,41,64,74,42,62,65,74,77,61,61,62,45,73,68,64,43,57,64,50,53,46,59,67,74,71,6,11,8,11,9
http://sofifa.com/player/169843,Ben Turner ,CB,25,37,74,55,24,40,29,27,58,51,51,65,31,62,33,31,61,64,82,29,75,62,32,27,26,60,69,74,72,14,10,11,11,15
http://sofifa.com/player/200820,Jordan Obita ,LB LWB,73,56,56,67,60,65,76,65,69,69,79,80,78,68,72,68,64,75,59,56,68,64,64,65,60,68,70,66,65,15,10,9,13,11
http://sofifa.com/player/200309,Tendayi Darikwa ,RB,64,47,53,62,39,69,49,43,46,67,87,91,72,54,62,49,60,88,74,44,69,66,66,60,51,68,60,63,72,8,13,12,9,12
http://sofifa.com/player/169078,Luke Freeman ,RM CAM LM,68,59,40,69,61,72,67,65,67,70,78,78,83,59,78,56,75,74,56,60,52,50,67,69,60,58,39,48,46,7,12,11,11,8
http://sofifa.com/player/140423,Jake Buxton ,CB,30,33,73,57,30,23,19,20,59,48,48,52,47,63,48,66,83,71,83,15,80,63,29,48,45,61,71,70,64,12,11,6,9,13
http://sofifa.com/player/169609,Jonathan Grounds ,LB,61,32,68,60,34,57,46,49,55,64,69,72,62,65,53,45,73,78,75,43,66,73,46,46,29,51,66,73,69,12,11,6,9,15
http://sofifa.com/player/198032,Dan Burn ,CB,43,25,70,59,22,47,48,46,60,52,34,43,32,57,26,53,58,70,89,29,69,68,37,49,48,62,73,69,67,15,13,7,8,10
http://sofifa.com/player/183706,Martyn Waghorn ,ST RW,66,69,67,59,59,69,68,59,54,67,73,78,70,62,71,72,59,70,84,67,70,18,69,57,70,63,15,36,18,12,11,14,11,14
http://sofifa.com/player/199580,Connor Goldson ,CB,36,44,71,66,20,57,22,28,63,56,71,72,52,55,45,42,73,71,81,39,64,68,30,50,34,69,69,71,68,10,8,10,11,8
http://sofifa.com/player/172960,Lewis Grabban ,ST,62,71,65,63,67,68,64,60,43,68,79,78,77,65,64,72,62,75,71,65,55,22,66,51,79,61,18,27,24,10,15,12,12,11
http://sofifa.com/player/193185,Scott Malone ,LB,67,57,50,64,45,69,40,63,64,67,78,78,76,71,66,67,71,80,71,65,65,67,60,55,64,58,66,69,68,12,9,11,9,7
http://sofifa.com/player/19874,Dean Whitehead ,CDM CM,73,54,65,72,55,64,65,64,69,70,64,53,60,73,64,72,74,52,70,61,76,70,62,66,73,78,69,70,67,9,13,14,13,10
http://sofifa.com/player/140451,Michael Kightly ,LM RM,68,62,51,64,60,70,54,43,63,70,77,76,76,68,75,65,64,78,68,61,48,52,65,67,62,67,24,39,33,15,7,9,12,8
http://sofifa.com/player/189619,Korey Smith ,CDM CM,62,56,60,70,44,67,60,55,66,68,70,76,70,68,78,56,59,86,75,57,75,69,57,65,59,74,64,68,62,6,10,11,7,11
http://sofifa.com/player/189885,Craig Noone ,RM LM,70,62,52,60,49,76,66,62,63,75,87,79,84,62,80,58,63,64,56,69,48,52,65,61,55,46,32,35,28,9,11,6,16,13
http://sofifa.com/player/186559,Jacob Butterfield ,CM,64,60,49,73,48,70,65,60,66,73,66,55,67,67,69,67,54,81,69,60,63,54,68,73,55,69,62,62,56,10,9,7,8,6
http://sofifa.com/player/222400,Harry Winks ,CM CAM,62,54,45,79,50,68,63,57,73,70,78,74,77,67,73,63,54,69,62,61,58,53,61,74,51,68,51,56,53,8,11,14,13,10
http://sofifa.com/player/198350,Daniel Bentley ,GK,18,11,11,33,13,17,12,12,23,23,46,43,51,57,41,38,78,31,70,13,24,22,12,47,22,55,13,11,13,70,68,64,72,72
http://sofifa.com/player/173518,Tom Clarke ,CB RB,40,21,68,42,35,26,25,21,37,44,59,66,59,63,67,55,87,66,81,27,85,70,29,34,16,57,67,71,68,14,8,7,12,10
http://sofifa.com/player/204761,Grant Hall ,CB,27,37,69,61,28,39,30,31,52,53,67,65,55,66,44,43,71,70,77,42,64,73,37,45,45,59,71,71,68,16,13,12,10,11
http://sofifa.com/player/195036,Sam Winnall ,ST,42,72,72,57,63,64,60,35,30,67,79,78,79,66,83,70,83,83,63,66,31,20,73,53,64,71,15,21,14,13,10,10,7,12
http://sofifa.com/player/138726,Joleon Lescott ,CB,57,52,76,62,45,52,42,52,60,59,37,40,40,62,46,64,76,58,74,40,82,60,39,48,48,63,70,72,71,6,6,12,16,7
http://sofifa.com/player/172780,Brett Pitman ,ST CF,63,72,68,68,66,65,67,65,64,70,64,65,70,63,73,71,68,74,71,69,66,25,69,68,81,73,24,23,14,14,12,9,8,11
http://sofifa.com/player/184301,Jay Emmanuel,ST RW,65,68,64,64,68,71,49,68,63,69,74,76,62,57,43,78,53,69,82,72,55,31,66,67,77,72,25,33,31,8,8,14,12,14
http://sofifa.com/player/213490,Isaiah Brown ,CAM LM,62,63,59,67,56,75,57,43,66,75,75,78,80,60,70,64,80,62,65,58,42,40,64,68,56,55,35,35,39,9,7,14,7,14
http://sofifa.com/player/206594,Solly March ,RM CAM LM,66,61,35,66,54,71,70,64,62,70,82,81,81,57,79,74,32,70,60,71,39,30,62,64,55,68,35,37,39,9,11,7,13,15
http://sofifa.com/player/225539,Dominic Solanke ,ST,54,69,62,71,67,73,54,42,58,76,78,75,73,54,70,68,69,65,68,59,31,22,64,63,71,52,24,15,22,9,15,14,9,10
http://sofifa.com/player/118794,Andy Lonergan ,GK,12,14,15,29,15,11,12,14,27,24,40,41,50,65,42,24,66,28,56,13,28,12,8,32,16,30,15,15,14,68,68,60,66,72
http://sofifa.com/player/163340,Danny Graham ,ST,63,71,70,62,60,63,57,33,64,71,46,49,63,68,55,74,72,66,77,67,64,22,70,64,69,72,45,43,41,11,8,14,13,7
http://sofifa.com/player/193549,Shaun Hutchinson ,CB,47,17,69,64,18,58,49,35,63,61,66,74,55,65,54,54,70,62,85,12,78,62,23,53,13,63,67,66,65,8,10,12,13,16
http://sofifa.com/player/187150,Will Buckley ,RM RW,68,67,47,65,56,67,58,53,55,69,77,78,79,70,64,63,61,68,63,68,62,44,68,66,70,59,25,27,23,10,10,8,6,9
http://sofifa.com/player/205585,Jack Price ,CDM CM,57,37,46,73,34,55,46,45,70,67,63,64,71,65,82,47,70,78,56,41,69,67,54,64,50,74,64,66,65,14,9,15,10,9
http://sofifa.com/player/178194,Dean Cox ,LM CAM,69,63,44,66,59,69,65,68,66,67,73,75,74,57,92,66,81,79,72,69,57,21,65,68,61,64,26,22,18,1,1,1,1,1
http://sofifa.com/player/172823,Nicky Maynard ,ST,55,67,63,63,69,66,70,65,52,68,76,72,76,72,67,68,70,70,63,70,61,34,69,65,63,70,21,20,31,12,16,10,11,9
http://sofifa.com/player/186139,Matty James ,CM,70,59,63,74,44,67,67,62,70,70,65,64,62,65,71,72,67,75,69,58,64,63,62,67,52,71,67,64,67,7,10,15,8,14
http://sofifa.com/player/218658,Dominic Iorfa ,RB CB,56,25,56,58,24,67,37,24,57,62,88,90,62,58,44,47,52,76,82,26,80,65,54,56,31,57,66,73,72,13,13,8,10,8
http://sofifa.com/player/190247,John Brayford ,RB CB,66,36,71,63,45,60,35,39,66,62,66,71,79,71,76,59,80,76,82,43,62,67,48,52,36,71,69,69,68,16,13,12,14,11
http://sofifa.com/player/210985,Ben Osborn ,LM CM,69,55,47,71,68,69,68,70,70,67,79,77,83,58,87,70,37,75,48,69,52,41,59,67,42,64,49,59,44,10,11,13,7,15
http://sofifa.com/player/152875,Johnnie Jackson ,CM,74,61,59,68,68,56,54,75,75,70,52,44,71,63,53,75,33,69,66,74,27,52,67,73,73,65,56,65,66,10,6,11,13,13
http://sofifa.com/player/194091,Michael Jacobs ,RM LM CAM,68,56,51,68,59,69,71,72,65,68,83,80,83,57,79,64,73,73,58,65,65,49,66,67,67,60,35,49,50,15,11,15,15,7
http://sofifa.com/player/222256,Teddy Bishop ,CM,68,62,41,73,51,72,62,57,70,74,76,76,81,62,80,60,52,70,60,54,50,55,63,74,51,69,49,52,54,11,10,13,7,8
http://sofifa.com/player/196916,Marlon Pack ,CDM CM,68,52,60,66,54,63,57,68,69,67,62,69,64,63,60,73,68,89,75,56,66,70,60,69,64,68,62,63,60,10,8,11,15,9
http://sofifa.com/player/170818,Steven Davies ,ST,65,66,70,67,65,68,69,65,61,66,61,52,71,65,66,76,75,71,80,73,69,38,66,62,77,69,45,44,34,12,16,16,16,6
http://sofifa.com/player/13130,Wes Brown ,CB,49,23,69,64,32,52,47,25,59,61,34,38,43,58,62,44,75,34,73,22,75,72,47,48,46,63,68,68,64,15,13,16,9,12
http://sofifa.com/player/189772,Martyn Woolford ,LM RM,68,64,58,68,68,70,65,53,67,69,70,70,68,66,64,70,63,73,72,64,66,44,67,64,63,60,30,30,27,7,11,7,6,9
http://sofifa.com/player/170074,Mark Davies ,CM LM,60,57,50,66,55,74,56,60,64,72,72,70,76,72,75,54,72,75,59,56,57,46,73,73,57,74,54,59,62,12,10,6,9,13
http://sofifa.com/player/156253,Joe Lewis ,GK,11,19,13,23,15,11,18,19,33,21,55,57,59,63,44,23,74,35,70,13,34,23,16,31,18,62,18,12,13,75,62,62,65,75
http://sofifa.com/player/189541,Chris Solly ,RB,68,36,60,57,36,65,40,30,65,66,75,69,72,61,80,27,87,73,71,43,70,66,47,51,38,62,71,71,70,15,16,13,15,13
http://sofifa.com/player/191079,Harlee Dean ,CB,17,25,70,66,23,44,26,32,61,59,65,51,58,62,57,60,68,73,80,30,75,67,32,38,21,68,66,69,67,16,16,16,12,16
